DATE,BOOK,EVENT_TYPE,NUMBER,MAIN ITEM,PROJECT,TRANSACTION,VENDOR,CODE,EXPLANATION,AMOUNT, UNIT_PRICE , TOTAL_AMOUNT , ,,
11/23/2018,INVENTORY,INV_IN,03/11/2018 – 23/11/2018,CONSTRUCTION,DELIGIANNAKI,CONCRETE CONTRACTOR,KARAMOLENGOS,,Exposed concrete with betoform,205.6, € 10.00 ," € 2,056.00 "," € 2,056.00 ",,
11/23/2018,EB,EXP,,FIXTURE,SPDH,OTHERS,,,SCREENS FOR NEW HQ 1 75 INCH + 4 65 INCH-MEDIAMARKT,1," € 10,849.95 "," € 10,849.95 ","-€ 10,849.95 ",,
11/23/2018,EB,EXP,,FIXTURE,SPDH,OTHERS,,,NEW OFFICE LIGHTINGS -TZAMPA LAMPA,1, € 809.10 , € 809.10 ,-€ 809.10 ,,
11/23/2018,EB,IN,,INTERBOOK,SPDH TO SPDH,,,,FROM ALPHA SH,1," € 13,735.26 "," € 13,735.26 "," € 13,735.26 ",,
11/23/2018,ALPHA,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,ALPHABANK,,OUTGOING TRANSFER FEE,1, € 7.00 , € 7.00 ,-€ 7.00 ,,
11/23/2018,NKASA-A,OUT,,CONSTRUCTION,DELIGIANNAKI,BRICK WORKS,ALVERTIS,,WE GAVE BESKOS AND HE PAID TO ALVERTIS,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
11/23/2018,NKASA-A,EXP,,CONSTRUCTION,IPSILANTOU,SAFETY/GENERAL EXPENSES,ARIS,,Aris and Giannis workers 4 X 45 euro daily wages for putting protection rails at Ypsilantou 5,1, € 180.00 , € 180.00 ,-€ 180.00 ,,
11/23/2018,NKASA-A,EXP,,CONSTRUCTION,DELIGIANNAKI,SAFETY/GENERAL EXPENSES,ARIS,,Aris and Giannis workers 4 X 45 euro daily wages for putting protection rails at Deligiannaki,1, € 180.00 , € 180.00 ,-€ 180.00 ,,
11/23/2018,INVENTORY,INV_IN,,CONSTRUCTION,KEKROPOS,DAILY WORKERS,DAILY WORKERS,,2 daily workers,2, € 40.00 , € 80.00 , € 80.00 ,,
11/23/2018,NKASA-A,OUT,,CONSTRUCTION,KEKROPOS,DAILY WORKERS,DAILY WORKERS,,2 daily workers,1, € 80.00 , € 80.00 ,-€ 80.00 ,,
11/23/2018,NKASA-A,OUT,,CONSTRUCTION,IPSILANTOU,BRICK WORKS,ARDJAN,,WE GAVE BESKOS AND HE PAID TO ARDJAN,1, € 400.00 , € 400.00 ,-€ 400.00 ,,
11/23/2018,ALPHA,OUT,,INTERBOOK,SPDH TO SPDH,,,,FROM ALPHA SH TO EB SH,1," € 13,735.26 "," € 13,735.26 ","-€ 13,735.26 ",,
11/23/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,,,FUEL FOR THE PANDA,1, € 100.00 , € 100.00 ,-€ 100.00 ,,
11/23/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,SAFETY/GENERAL EXPENSES,ARIS,,Aris and Giannis workers 4 X 45 euro daily wages for putting protection rails at Ypsilantou 5,4, € 45.00 , € 180.00 , € 180.00 ,,
11/23/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,SAFETY/GENERAL EXPENSES,ARIS,,Aris and Giannis workers 4 X 45 euro daily wages for putting protection rails at Deligiannaki,4, € 45.00 , € 180.00 , € 180.00 ,,
11/24/2018,NKASA-A,EXP,,GENERAL EXPENSES,UNASSIGNED,GRATUS PM,,,AYAZOGLU AND AYDIN / BREAKFAST AND ALAADDIN KEBAP,1, € 75.00 , € 75.00 ,-€ 75.00 ,,
11/24/2018,INVENTORY,INV_IN,51472,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2128138382,SIDIROSOLINES TETR. GALV. E/T 38X38,75, € 1.26 , € 94.45 , € 94.45 ,,
11/24/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,CLEANING ,,CLEANING OUTSIDE OF NEW OFFICE 400+10 EURO TIP ,1, € 400.00 , € 400.00 ,-€ 400.00 ,,
11/24/2018,INVENTORY,INV_IN,51472,CONSTRUCTION,DELIGIANNAKI,VAT,TRIGONIS,,VAT,1, € 22.72 , € 22.72 , € 22.72 ,,
11/24/2018,INVENTORY,INV_IN,51472,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,,EPIVARYNSEIS,1, € 0.23 , € 0.23 , € 0.23 ,,
11/26/2018,INVENTORY,INV_IN,9619,CONSTRUCTION,IPSILANTOU,BRICKS,KOKKINOGENIS,3,BRICKS 9X12X19,5.94, € 75.00 , € 445.50 , € 445.50 ,,
11/26/2018,INVENTORY,INV_IN,9621,CONSTRUCTION,DELIGIANNAKI,BRICKS,KOKKINOGENIS,3,BRICKS 9X12X19,3.465, € 65.00 , € 225.23 , € 225.23 ,,
11/26/2018,INVENTORY,INV_IN,9621,CONSTRUCTION,DELIGIANNAKI,BRICKS,KOKKINOGENIS,1,BRICKS 6X9X19,0.9, € 65.00 , € 58.50 , € 58.50 ,,
11/26/2018,INVENTORY,INV_IN,822,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,TSIM0002,MAVRO TSIMENTO IRAKLI,15, € 5.10 , € 76.50 , € 76.50 ,,
11/26/2018,INVENTORY,INV_IN,821,CONSTRUCTION,DELIGIANNAKI,BUILDING MATTERIALS,SPIRIDAKIS,TSIM0002,MAVRO TSIMENTO IRAKLI,30, € 5.10 , € 153.00 , € 153.00 ,,
11/26/2018,INVENTORY,INV_IN,13062,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,TSIM0002,MAVRO TSIMENTO IRAKLI,20, € 5.10 , € 102.00 , € 102.00 ,,
11/26/2018,INVENTORY,INV_IN,13062,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0011,GARMPILI SAKOS,1, € 21.00 , € 21.00 , € 21.00 ,,
11/26/2018,INVENTORY,INV_IN,822,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0024,ASVESTOPOLTOS SAKOS,1, € 42.00 , € 42.00 , € 42.00 ,,
11/26/2018,INVENTORY,INV_IN,13062,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0024,ASVESTOPOLTOS SAKOS,2, € 42.00 , € 84.00 , € 84.00 ,,
11/26/2018,INVENTORY,INV_IN,13063,CONSTRUCTION,DELIGIANNAKI,BUILDING MATTERIALS,SPIRIDAKIS,KON207,ANTI - LIME 25KGR,20, € 6.75 , € 135.00 , € 135.00 ,,
11/26/2018,INVENTORY,INV_IN,13063,CONSTRUCTION,DELIGIANNAKI,VAT,SPIRIDAKIS,,VAT,1, € 32.40 , € 32.40 , € 32.40 ,,
11/26/2018,INVENTORY,INV_IN,821,CONSTRUCTION,DELIGIANNAKI,BUILDING MATTERIALS,SPIRIDAKIS,ADR0001,AMMOS MPETOU XYMA,5, € 19.00 , € 95.00 , € 95.00 ,,
11/26/2018,INVENTORY,INV_IN,822,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,1, € 21.00 , € 21.00 , € 21.00 ,,
11/26/2018,INVENTORY,INV_IN,822,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 33.48 , € 33.48 , € 33.48 ,,
11/26/2018,INVENTORY,INV_IN,820,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,3, € 21.00 , € 63.00 , € 63.00 ,,
11/26/2018,INVENTORY,INV_IN,820,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 15.12 , € 15.12 , € 15.12 ,,
11/26/2018,INVENTORY,INV_IN,13062,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,5, € 21.00 , € 105.00 , € 105.00 ,,
11/26/2018,EB,OUT,,CONSTRUCTION,UNASSIGNED,GRATUS PM,FLIGHT TICKETS,,BAHADIR AYDIN RETURN TICKET,1, € 103.20 , € 103.20 ,-€ 103.20 ,,
11/26/2018,INVENTORY,INV_IN,821,CONSTRUCTION,DELIGIANNAKI,VAT,SPIRIDAKIS,,VAT,1, € 59.52 , € 59.52 , € 59.52 ,,
11/26/2018,INVENTORY,INV_IN,13062,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 74.88 , € 74.88 , € 74.88 ,,
11/27/2018,INVENTORY,INV_IN,,CONSTRUCTION,ELPIDOS,VAT,GAVALAS,,27/11/18 PAPADOKOTSOLIS 400 EUROS INVOICE,1, € 96.00 , € 96.00 , € 96.00 ,,
11/27/2018,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE MOBILE,1, € 795.53 , € 795.53 ,-€ 795.53 ,,
11/27/2018,EB,OUT,,CONSTRUCTION,UNASSIGNED,GRATUS PM,FLIGHT TICKETS,,AYAZOGLU RETURN TICKET,1, € 186.99 , € 186.99 ,-€ 186.99 ,,
11/27/2018,INVENTORY,INV_IN,151,CONSTRUCTION,ELPIDOS,VAT,GAVALAS,,"VAT OF INVOICE 151 (PAPADOKOTSOLIS)/400,00€",1, € 96.00 , € 96.00 , € 96.00 ,,
11/27/2018,INVENTORY,INV_IN,151,CONSTRUCTION,ELPIDOS,WITHHOLDING TAX,PAPADOKOTSOLIS,,WITHHOLDING TAX OF INVOICE 151,1, € 80.00 , € 80.00 , € 80.00 ,,
11/28/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
11/28/2018,INVENTORY,INV_IN,,PLOT,KIVELIS,DEMOLITION PERMIT,GAVALAS,,28/11/18 PAPADOKOTSOLIS 200 EUROS INVOICE VAT,1, € 48.00 , € 48.00 , € 48.00 ,,
11/28/2018,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE FIXED,1, € 154.50 , € 154.50 ,-€ 154.50 ,,
11/28/2018,EB,OUT,,INTERBOOK,SPDH TO SPDH,,,,FROM EB TO NKASA-A - NEVRA,1," € 3,204.42 "," € 3,204.42 ","-€ 3,204.42 ",,
11/29/2018,EB,EXP,,CONSTRUCTION,DELIGIANNAKI,LEGAL EXPENSES,CADASTRAL OFFICE,,DEED REGISTRY FEE SPDH,1, € 510.00 , € 510.00 ,-€ 510.00 ,,
11/29/2018,EB,EXP,,CONSTRUCTION,IPSILANTOU,LEGAL EXPENSES,CADASTRAL OFFICE,,DEED REGISTRY FEE SPDH,1, € 265.00 , € 265.00 ,-€ 265.00 ,,
11/29/2018,EB,EXP,,CONSTRUCTION,DELIGIANNAKI,LEGAL EXPENSES,CADASTRAL OFFICE,,DEED REGISTRY FEE MSM,1, € 225.00 , € 225.00 ,-€ 225.00 ,,
11/29/2018,NKASA-A,EXP,,GENERAL EXPENSES,NEW HQ,RENOVATION,,,CURTAINS PAYMENT FOR METEOR COMPANY/METEOR CURTAINS,1," € 4,150.00 "," € 4,150.00 ","-€ 4,150.00 ",,
11/29/2018,INVENTORY,INV_IN,13089,CONSTRUCTION,DELIGIANNAKI,BUILDING MATTERIALS,SPIRIDAKIS,TOUV0001,BRICK 9X12X19 DIPLO,2475, € 0.12 , € 297.00 , € 297.00 ,,
11/29/2018,INVENTORY,INV_IN,69746,CONSTRUCTION,IPSILANTOU,STEEL,TRIGONIS,7210202010,SIDIROS B500C ELOT 1421-3 F 10 E DIAMORFOMENO,380, € 0.56 , € 212.80 , € 212.80 ,,
11/29/2018,BP-BA,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,BP,,MONTHLY FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
11/29/2018,NKASA-A,EXP,,FIXTURE,SPDH,STATIONARY,,,PRINTER FOR NEW OFFICE - BROTHER,1, € 404.00 , € 404.00 ,-€ 404.00 ,,
11/29/2018,INVENTORY,INV_IN,13089,CONSTRUCTION,DELIGIANNAKI,VAT,SPIRIDAKIS,,VAT,1, € 71.28 , € 71.28 , € 71.28 ,,
11/29/2018,INVENTORY,INV_IN,69746,CONSTRUCTION,IPSILANTOU,VAT,TRIGONIS,,VAT,1, € 51.07 , € 51.07 , € 51.07 ,,
11/30/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,SUPERVISION SERVICES,GAVALAS,,SUPERVISION SERVICES,1," € 1,710.34 "," € 1,710.34 ","-€ 1,710.34 ",,
11/30/2018,EB,OUT,,CONSTRUCTION,ELLINIKO,ARCH. SERVICES,GAVALAS,,ARCHITECTURAL SERVICES,1," € 4,893.47 "," € 4,893.47 ","-€ 4,893.47 ",,
11/30/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
11/30/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
11/30/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
11/30/2018,EB,OUT,,CONSTRUCTION,ELPIDOS,ARCH. SERVICES,GAVALAS,,ARCHITECTURAL SERVICES,1," € 1,791.80 "," € 1,791.80 ","-€ 1,791.80 ",,
11/30/2018,EB,OUT,,GENERAL EXPENSES,SPDH,IKA,AKTAS,,IKA FOR NOVEMBER 2018,1, € 240.64 , € 240.64 ,-€ 240.64 ,,
11/30/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,BRICK WORKS,ALVERTIS,,ALVERTIS PAYMENT,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
11/30/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,BRICK WORKS,ARDJAN,,ARDJAN ADVANCE PAYMENT,1," € 1,900.00 "," € 1,900.00 ","-€ 1,900.00 ",,
11/30/2018,INVENTORY,INV_IN,,CONSTRUCTION,IPSILANTOU,SUPERVISION SERVICES,GAVALAS,,25.106/764.081,3.29%," € 30,294.24 ", € 995.40 , € 995.40 ,,
11/30/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,SUPERVISION SERVICES,GAVALAS,,18.781/978.640,1.92%," € 38,660.64 ", € 741.93 , € 741.93 ,,
11/30/2018,EB,OUT,,GENERAL EXPENSES,SPDH,IKA,BARTSOKA,,IKA FOR NOVEMBER 2018,1, € 240.64 , € 240.64 ,-€ 240.64 ,,
11/30/2018,INVENTORY,INV_IN,39215,CONSTRUCTION,DELIGIANNAKI,CHEMICAL TOILET,GLAROS,1,RENTAL & CLEANING FEES,1, € 55.00 , € 55.00 , € 55.00 ,,
11/30/2018,INVENTORY,INV_IN,39215,CONSTRUCTION,DELIGIANNAKI,VAT,GLAROS,,VAT,1, € 13.20 , € 13.20 , € 13.20 ,,
11/30/2018,INVENTORY,INV_IN,39214,CONSTRUCTION,IPSILANTOU,CHEMICAL TOILET,GLAROS,1,RENTAL & CLEANING FEES,1, € 55.00 , € 55.00 , € 55.00 ,,
11/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,BARTSOKA,,BARTSOKA SALARY FOR NOVEMBER,1, € 310.00 , € 310.00 ,-€ 310.00 ,,
11/30/2018,INVENTORY,INV_IN,,CONSTRUCTION,DELIGIANNAKI,VAT,KARAMOLENGOS,,"30/11/18 32.582,33 INV VAT",1," € 7,819.76 "," € 7,819.76 "," € 7,819.76 ",,
11/30/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,SUPERVISION SERVICES,GAVALAS,,SUPERVISION SERVICES,1," € 1,604.39 "," € 1,604.39 ","-€ 1,604.39 ",,
11/30/2018,INVENTORY,INV_IN,9662,CONSTRUCTION,IPSILANTOU,BRICKS,KOKKINOGENIS,3,BRICKS 9X12X19,8.415, € 75.00 , € 631.13 , € 631.13 ,,
11/30/2018,INVENTORY,INV_IN,9662,CONSTRUCTION,IPSILANTOU,BRICKS,KOKKINOGENIS,1,BRICKS 6X9X19,0.9, € 65.00 , € 58.50 , € 58.50 ,,
11/30/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,CONCRETE CONTRACTOR,GERONTAKIS,,WITHHOLDING TAX,1, € 559.68 , € 559.68 ,-€ 559.68 ,,
11/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,ISAED,,RADWAN SALARY NOVEMBER 2018,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
11/30/2018,INVENTORY,INV_IN,13094,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,TSIM0002,MAVRO TSIMENTO IRAKLI,15, € 5.10 , € 76.50 , € 76.50 ,,
11/30/2018,INVENTORY,INV_IN,13094,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0024,ASVESTOPOLTOS SAKOS,1, € 42.00 , € 42.00 , € 42.00 ,,
11/30/2018,INVENTORY,INV_IN,13095,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,1, € 21.00 , € 21.00 , € 21.00 ,,
11/30/2018,INVENTORY,INV_IN,13095,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 5.04 , € 5.04 , € 5.04 ,,
11/30/2018,INVENTORY,INV_IN,13094,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,4, € 21.00 , € 84.00 , € 84.00 ,,
11/30/2018,NKASA-A,OUT,,CONSTRUCTION,DELIGIANNAKI,CONCRETE CONTRACTOR,KARAMOLENGOS,,KARAMOLENGOS PROGRESS PAYMENT,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
11/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,KORKMAZ,,KORKMAZ SALARY FOR NOVEMBER,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
11/30/2018,EB,EXP,,CONSTRUCTION,IPSILANTOU,IKA,IKA,,IKA PAYMENTS FOR SUBCONTRACTORS,1," € 3,925.87 "," € 3,925.87 ","-€ 3,925.87 ",,
11/30/2018,EB,EXP,,CONSTRUCTION,DELIGIANNAKI,IKA,IKA,,IKA PAYMENTS FOR SUBCONTRACTORS,1," € 2,752.43 "," € 2,752.43 ","-€ 2,752.43 ",,
11/30/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,POYRAZ,,POYRAZ SALARY FOR NOVEMBER,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
11/30/2018,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,MONTHLY FEE,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
11/30/2018,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,MONTHLY FEE,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
11/30/2018,EB,OUT,,GENERAL EXPENSES,SPDH,WITHHOLDING TAX,,,EMPLOYEES SALARY TAX,1, € 169.01 , € 169.01 ,-€ 169.01 ,,
11/30/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,BARTSOKA,,CHRISTINA ENVELOPE NOVEMBER,1," € 1,140.40 "," € 1,140.40 ","-€ 1,140.40 ",,
11/30/2018,INVENTORY,INV_IN,13094,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 48.60 , € 48.60 , € 48.60 ,,
11/30/2018,INVENTORY,INV_IN,39214,CONSTRUCTION,IPSILANTOU,VAT,GLAROS,,VAT,1, € 13.20 , € 13.20 , € 13.20 ,,
12/3/2018,NKASA-A,EXP,,GENERAL EXPENSES,NEW HQ,MAINTENANCE,,,KITCHEN SINK AND BASEMENT DAMAGE REPAIRING MATERIAL + WORKING /SOULAS,1, € 100.00 , € 100.00 ,-€ 100.00 ,,
12/3/2018,EB,EXP,,GENERAL EXPENSES,SPDH,SALARY,AKTAS,,AKTAS SALARY FOR NOVEMBER,1, € 492.31 , € 492.31 ,-€ 492.31 ,,
12/3/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/3/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/3/2018,EB,EXP,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.20 , € 1.20 ,-€ 1.20 ,,
12/3/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,BESKOS,,BESKOS SALARY FOR NOVEMBER,1," € 4,000.00 "," € 4,000.00 ","-€ 4,000.00 ",,
12/3/2018,INVENTORY,INV_IN,8840,CONSTRUCTION,DELIGIANNAKI,CONCRETE,INTERBETON,SK106690,"C20/25 XC1, S2, 31.5, CLO.40",9, € 45.80 , € 412.20 , € 412.20 ,,
12/3/2018,INVENTORY,INV_IN,8840,CONSTRUCTION,DELIGIANNAKI,CONCRETE,INTERBETON,SK106692,"C20/25 XC1, S2, 31.5, CLO.40",8.5, € 45.80 , € 389.30 , € 389.30 ,,
12/3/2018,EB,OUT,,GENERAL EXPENSES,SPDH,SALARY,BARTSOKA,,BARTSOKA SALARY FOR NOVEMBER,1, € 492.31 , € 492.31 ,-€ 492.31 ,,
12/3/2018,INVENTORY,INV_IN,30,CONSTRUCTION,KEKROPOS,FENCE & INSTALLATION,KOTSOS (KOMEAL),W2,METALLIKI PERIFRAKSI,1," € 1,800.00 "," € 1,800.00 "," € 1,800.00 ",,
12/3/2018,INVENTORY,INV_IN,,CONSTRUCTION,KEKROPOS,VAT,KOTSOS (KOMEAL),,03/12/18 1.800 EUROS INV VAT,1, € 432.00 , € 432.00 , € 432.00 ,,
12/3/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,CONSULTANCY,PERNISS,,NEW HQ RENTING COMISSION,1," € 4,500.00 "," € 4,500.00 ","-€ 4,500.00 ",,
12/3/2018,EB,EXP,,GENERAL EXPENSES,SPDH,ACC. SERVICES,MAMALOUKOS,,ACC. FEE. MAMALOUKOS,1, € 496.00 , € 496.00 ,-€ 496.00 ,,
12/3/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,INSULATION,GAITANAS,,GAITANAS PAYMENT,1, € 744.00 , € 744.00 ,-€ 744.00 ,,
12/3/2018,INVENTORY,INV_IN,13112,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,TSIM0002,MAVRO TSIMENTO IRAKLI,10, € 5.10 , € 51.00 , € 51.00 ,,
12/3/2018,INVENTORY,INV_IN,13112,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0011,GARMPILI SAKOS,1, € 21.00 , € 21.00 , € 21.00 ,,
12/3/2018,INVENTORY,INV_IN,13112,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0024,ASVESTOPOLTOS SAKOS,1, € 42.00 , € 42.00 , € 42.00 ,,
12/3/2018,INVENTORY,INV_IN,13113,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0024,ASVESTOPOLTOS SAKOS,1, € 42.00 , € 42.00 , € 42.00 ,,
12/3/2018,INVENTORY,INV_IN,13112,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,2, € 21.00 , € 42.00 , € 42.00 ,,
03/12/2018,INVENTORY,INV_IN,13112,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 37.44 , € 37.44 , € 37.44 ,,
12/3/2018,INVENTORY,INV_IN,13113,CONSTRUCTION,IPSILANTOU,BUILDING MATTERIALS,SPIRIDAKIS,ADR0003,AMMOS MPETOU SAKOS,1, € 21.00 , € 21.00 , € 21.00 ,,
12/3/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,CONCRETE CONTRACTOR,KARAMOLENGOS,,LAST PAYMENT,1, € 887.43 , € 887.43 ,-€ 887.43 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,2030101007,SIRMA KAMMENO 1.20MM NO7 SISK. 2K XORIS XARTI,20, € 1.00 , € 20.00 , € 20.00 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7210202008,SIDIROS B500C ELOT 1421-3 F 8 E DIAMORFOMENO,250, € 0.56 , € 140.00 , € 140.00 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7210202014,SIDIROS B500C ELOT 1421-3 F 14 E DIAMORFOMENO,1220, € 0.56 , € 683.20 , € 683.20 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7210202012,SIDIROS B500C ELOT 1421-3 F 12 E DIAMORFOMENO,1660, € 0.56 , € 929.60 , € 929.60 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7210202010,SIDIROS B500C ELOT 1421-3 F 10 E DIAMORFOMENO,280, € 0.56 , € 156.80 , € 156.80 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,STEEL,TRIGONIS,7220203008,PLEGMA STILON B500C ELOT 1421-3 F 8/100 DIAMORF,920, € 0.62 , € 570.40 , € 570.40 ,,
12/3/2018,NKASA-A,OUT,,CONSTRUCTION,KEKROPOS,FENCE & INSTALLATION,KOTSOS (KOMEAL),,KEKROPOS FENCE INSTALLATION PAYMENT ,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
12/3/2018,EB,IN,,,,,,,INTEREST,1, € 0.57 , € 0.57 , € 0.57 ,,
12/3/2018,NKASA-A,EXP,,GENERAL EXPENSES,NEW HQ,MAINTENANCE,,,PAID BY BESKOS WE GAVE HIM LATER - KITCHEN SINK INVOICE,1, € 120.00 , € 120.00 ,-€ 120.00 ,,
12/3/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,METITANIDOU,,METITANIDOU SALARY FOR NOVEMBER,1, € 600.00 , € 600.00 ,-€ 600.00 ,,
12/3/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,LAKKAS STELIOS,,LAKKAS SALARY FOR NOVEMBER 12 DAYS,1, € 480.00 , € 480.00 ,-€ 480.00 ,,
12/3/2018,EB,OUT,,,,,,,INTEREST TAX,1, € 0.09 , € 0.09 ,-€ 0.09 ,,
03/12/2018,INVENTORY,INV_IN,13113,CONSTRUCTION,IPSILANTOU,VAT,SPIRIDAKIS,,VAT,1, € 15.12 , € 15.12 , € 15.12 ,,
12/3/2018,INVENTORY,INV_IN,69810,CONSTRUCTION,DELIGIANNAKI,VAT,TRIGONIS,,VAT,1, € 600.00 , € 600.00 , € 600.00 ,,
